# Table format: 2D
# table_unit = Nm
# axis1_unit = V
# axis2_unit = rev/min
# axis1_token = U
# axis2_token = W
# v 1.0
# This table was generated using the 03_ElectricVehicle_modelReduction.ame demonstrator. 
# What follows is a list of parameters and intervals used. 
# 
# Fixed values:
#  {'tempin': 25.0}
# 
# Ranges (min, max, step):
#  {'voltagein': (350, 500.0, 50), 'omegain': (0, 7500.0, 100.0)}
# 
# 
4
76
    3.50000000000000e+002     4.00000000000000e+002     4.50000000000000e+002     5.00000000000000e+002 
    0.00000000000000e+000     1.00000000000000e+002     2.00000000000000e+002     3.00000000000000e+002     4.00000000000000e+002     5.00000000000000e+002     6.00000000000000e+002     7.00000000000000e+002     8.00000000000000e+002     9.00000000000000e+002     1.00000000000000e+003     1.10000000000000e+003     1.20000000000000e+003     1.30000000000000e+003     1.40000000000000e+003     1.50000000000000e+003     1.60000000000000e+003     1.70000000000000e+003     1.80000000000000e+003     1.90000000000000e+003     2.00000000000000e+003     2.10000000000000e+003     2.20000000000000e+003     2.30000000000000e+003     2.40000000000000e+003     2.50000000000000e+003     2.60000000000000e+003     2.70000000000000e+003     2.80000000000000e+003     2.90000000000000e+003     3.00000000000000e+003     3.10000000000000e+003     3.20000000000000e+003     3.30000000000000e+003     3.40000000000000e+003     3.50000000000000e+003     3.60000000000000e+003     3.70000000000000e+003     3.80000000000000e+003     3.90000000000000e+003     4.00000000000000e+003     4.10000000000000e+003     4.20000000000000e+003     4.30000000000000e+003     4.40000000000000e+003     4.50000000000000e+003     4.60000000000000e+003     4.70000000000000e+003     4.80000000000000e+003     4.90000000000000e+003     5.00000000000000e+003     5.10000000000000e+003     5.20000000000000e+003     5.30000000000000e+003     5.40000000000000e+003     5.50000000000000e+003     5.60000000000000e+003     5.70000000000000e+003     5.80000000000000e+003     5.90000000000000e+003     6.00000000000000e+003     6.10000000000000e+003     6.20000000000000e+003     6.30000000000000e+003     6.40000000000000e+003     6.50000000000000e+003     6.60000000000000e+003     6.70000000000000e+003     6.80000000000000e+003     6.90000000000000e+003     7.00000000000000e+003     7.10000000000000e+003     7.20000000000000e+003     7.30000000000000e+003     7.40000000000000e+003     7.50000000000000e+003 
    3.19325555854000e+002     3.19325555857000e+002     3.19325555855000e+002     3.19325555855000e+002 
    3.17805555855000e+002     3.17805555855000e+002     3.17805555855000e+002     3.17805555855000e+002 
    3.17785555855000e+002     3.17785555855000e+002     3.17785555855000e+002     3.17785555855000e+002 
    3.17765555855000e+002     3.17765555855000e+002     3.17765555855000e+002     3.17765555855000e+002 
    3.17745555855000e+002     3.17745555855000e+002     3.17745555855000e+002     3.17745555855000e+002 
    3.17725555855000e+002     3.17725555855000e+002     3.17725555855000e+002     3.17725555855000e+002 
    3.17705555854000e+002     3.17705555855000e+002     3.17705555855000e+002     3.17705555855000e+002 
    3.17685555854000e+002     3.17685555854000e+002     3.17685555854000e+002     3.17685555854000e+002 
    3.17665555854000e+002     3.17665555855000e+002     3.17665555855000e+002     3.17665555854000e+002 
    3.17645555855000e+002     3.17645555854000e+002     3.17645555854000e+002     3.17645555855000e+002 
    3.13730427606000e+002     3.17625555855000e+002     3.17625555855000e+002     3.17625555854000e+002 
    3.01859677454000e+002     3.16937371316000e+002     3.17605555855000e+002     3.17605555855000e+002 
    2.87336773327000e+002     3.09511704949000e+002     3.17585555854000e+002     3.17585555854000e+002 
    2.72401390223000e+002     2.98145236436000e+002     3.14146157170000e+002     3.17565555854000e+002 
    2.57970069674000e+002     2.85428713237000e+002     3.05749612370000e+002     3.16620083577000e+002 
    2.44404371740000e+002     2.72538653344000e+002     2.95235193292000e+002     3.10958552427000e+002 
    2.31817797204000e+002     2.60023380543000e+002     2.83964708260000e+002     3.02556960643000e+002 
    2.20210563202000e+002     2.48129845946000e+002     2.72628995200000e+002     2.92906181788000e+002 
    2.09532389928000e+002     2.36953987566000e+002     2.61582240610000e+002     2.82803828806000e+002 
    1.99712773144000e+002     2.26514690072000e+002     2.51000630455000e+002     2.72688667886000e+002 
    1.90675758278000e+002     2.16791851476000e+002     2.40963190182000e+002     2.62802784389000e+002 
    1.82347047201000e+002     2.07746563042000e+002     2.31495095569000e+002     2.53276284028000e+002 
    1.74657223321000e+002     1.99331977527000e+002     2.22591726337000e+002     2.44173943597000e+002 
    1.67542993846000e+002     1.91499170802000e+002     2.14232365136000e+002     2.35521930961000e+002 
    1.60947427125000e+002     1.84200248577000e+002     2.06388124625000e+002     2.27323563492000e+002 
    1.54819698138000e+002     1.77389915374000e+002     1.99026566191000e+002     2.19568804036000e+002 
    1.49114612833000e+002     1.71026180047000e+002     1.92114381515000e+002     2.12240069110000e+002 
    1.43792054201000e+002     1.65070579053000e+002     1.85618922363000e+002     2.05315812526000e+002 
    1.38816423144000e+002     1.59488135714000e+002     1.79509038687000e+002     1.98772741118000e+002 
    1.34156110485000e+002     1.54247181464000e+002     1.73755499909000e+002     1.92587176683000e+002 
    1.29783015646000e+002     1.49319111830000e+002     1.68331165721000e+002     1.86735879158000e+002 
    1.25672116791000e+002     1.44678118698000e+002     1.63211008333000e+002     1.81196527637000e+002 
    1.21801091821000e+002     1.40300922438000e+002     1.58372049125000e+002     1.75947983186000e+002 
    1.18149986600000e+002     1.36166516307000e+002     1.53793248276000e+002     1.70970413125000e+002 
    1.14700925872000e+002     1.32255929418000e+002     1.49455371651000e+002     1.66245327881000e+002 
    1.11437861898000e+002     1.28552010691000e+002     1.45340849212000e+002     1.61755563850000e+002 
    1.08346356188000e+002     1.25039234169000e+002     1.41433634036000e+002     1.57485233765000e+002 
    1.05413389975000e+002     1.21703524852000e+002     1.37719066741000e+002     1.53419658864000e+002 
    1.02627199367000e+002     1.18532103617000e+002     1.34183748191000e+002     1.49545291775000e+002 
    9.99771321425000e+001     1.15513349593000e+002     1.30815421679000e+002     1.45849636367000e+002 
    9.74535227568000e+001     1.12636678090000e+002     1.27602865170000e+002     1.42321167734000e+002 
    9.50475834311000e+001     1.09892432623000e+002     1.24535793041000e+002     1.38949255131000e+002 
    9.27513088236000e+001     1.07271789235000e+002     1.21604767435000e+002     1.35724088748000e+002 
    9.05573925374000e+001     1.04766671700000e+002     1.18801117907000e+002     1.32636611254000e+002 
    8.84591539258000e+001     1.02369676592000e+002     1.16116869515000e+002     1.29678454346000e+002 
    8.64504735304000e+001     1.00074006517000e+002     1.13544677745000e+002     1.26841880162000e+002 
    8.45257363410000e+001     9.78734110837000e+001     1.11077770249000e+002     1.24119727690000e+002 
    8.26797815808000e+001     9.57621341970000e+001     1.08709894454000e+002     1.21505363717000e+002 
    8.09078583601000e+001     9.37348673201000e+001     1.06435270459000e+002     1.18992638076000e+002 
    7.92055861943000e+001     9.17867076242000e+001     1.04248548750000e+002     1.16575842940000e+002 
    7.75689201409000e+001     8.99131207684000e+001     1.02144772023000e+002     1.14249675762000e+002 
    7.59941195095000e+001     8.81099075219000e+001     1.00119341032000e+002     1.12009205567000e+002 
    7.44777201937000e+001     8.63731738431000e+001     9.81679836001000e+001     1.09849842378000e+002 
    7.30165097535000e+001     8.46993041689000e+001     9.62867268220000e+001     1.07767309434000e+002 
    7.16075051991000e+001     8.30849371998000e+001     9.44718718960000e+001     1.05757617639000e+002 
    7.02479330767000e+001     8.15269444082000e+001     9.27199714130000e+001     1.03817042968000e+002 
    6.89352114834000e+001     8.00224103747000e+001     9.10278087573000e+001     1.01942105130000e+002 
    6.76669340141000e+001     7.85686152211000e+001     8.93923794892000e+001     1.00129548735000e+002 
    6.64408551874000e+001     7.71630186390000e+001     8.78108744493000e+001     9.83763257699000e+001 
    6.52548772346000e+001     7.58032455331000e+001     8.62806644007000e+001     9.66795799041000e+001 
    6.41070383830000e+001     7.44870729184000e+001     8.47992861332000e+001     9.50366318802000e+001 
    6.29955019678000e+001     7.32124180632000e+001     8.33644296708000e+001     9.34449663470000e+001 
    6.19185467289000e+001     7.19773277067000e+001     8.19739267800000e+001     9.19022198151000e+001 
